hotel_id,place_id,display_name,formatted_address
ben116,ChIJc3pi8EoRrjsR78twd4MVucc,Grand Mercure Bengaluru at Gopalan Mall,"Old Madras Rd, Rahat Bagh, Nagavarapalya, Bengaluru, Karnataka 560093, India"
ben117,ChIJs0laXwkSrjsRGCJI0Cv-4Is,Palm Meadows Resort,"Varthur Main Rd, Phase 1, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066, India"
ben118,ChIJf2yYye4RrjsRYZhOX_0Vh24,Sheraton Grand Bengaluru Whitefield Hotel & Convention Center,"Prestige Shantiniketan, Hoodi, Thigalarapalya, Whitefield, Bengaluru, Karnataka 560048, India"
ben119,ChIJpzcv7AATrjsRwt-85-z-TNA,DoubleTree by Hilton Bengaluru Whitefield,"ITPL Main Rd, EPIP Zone, Brookefield, Bengaluru, Karnataka 560037, India"
ben120,ChIJlUV6puwRrjsRaCaFbZRJ9Y0,"The Zuri Whitefield, Bengaluru","The Zuri The Zuri Hotel Building, Hoody Village, 244, Whitefield Main Rd, Maruthi Nagar, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560048, India"
ben121,ChIJRwc1f2UXrjsReoz4vPCHjbI,Hilton Bengaluru Embassy Manyata Business Park,"Block A, Hotel Building, 1, Outer Ring Rd, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045, India"
ben122,ChIJl4bGQXYXrjsRZ8Fpao2NkzE,Courtyard by Marriott Bengaluru Hebbal,"2/55, Outer Ring Rd, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045, India"
ben123,ChIJMw3SlptsrjsR089ZVqICddI,The Oterra Hotel,"43, Velankani, Tech Park, Hosur Rd, Electronic City Phase I, Electronic City, Bengaluru, Karnataka 560100, India"
ben124,ChIJXez5FF4frjsRgK79bvjtRXQ,Ramada by Wyndham Bengaluru Yelahanka,"No 45/2,Honnenahalli, Doddaballapura Main Rd, Yelahanka, Bengaluru, Honnenahalli, Karnataka 560119, India"
ben125,ChIJDW4mOg8lrjsRN7KqrQ5CtYI,Shreyas Yoga Retreat,"Santoshima Farm, Gollahalli Gate, Nelamangala, Bengaluru, Karnataka 562123, India"
ben126,ChIJLy6_M6cTrjsRKPtSvDcjkNw,Courtyard by Marriott Bengaluru Outer Ring Road,"Marathahalli - Sarjapur Outer Ring Rd, Bellandur, Bengaluru, Karnataka 560103, India"
ben127,ChIJXwMHSqcTrjsRqk_f4874PHk,Fairfield by Marriott Bengaluru Outer Ring Road,"Marathahalli - Sarjapur Outer Ring Rd, Bellandur, Bengaluru, Karnataka 560103, India"
ben128,ChIJg__TPuURrjsRMuudtr76Fp0,"Vivanta Bengaluru, Whitefield","Whitefield Main Rd, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066, India"
ben129,ChIJJzVeCONBrjsRkO3ENRBSAQk,Bannerghatta Nature Camp-Jungle Lodges,"Bannerghatta Biological Park, Kaggalipura Road, near Hakki-Pikki Colony, Bannerughatta, Bengaluru, Karnataka 560083, India"
ben130,ChIJMWs4PgsRrjsRRmJwi6Gvkuo,The Waverly Hotel and Residences,"Whitefield Main Rd, Devasandra Industrial Estate, Krishnarajapuram, Bengaluru, Karnataka 560048, India"
ben131,ChIJ9WtQSFo9rjsR1bHQ_cSF2VY,Gokulam Grand Hotel & Spa,"115, Mangalore - Villupuram Rd, HMR Layout, Gokula Extension, Jalahalli, Bengaluru, Karnataka 560054, India"
ben132,ChIJh7dz_BAWrjsRQdfI808768I,"Fortune Park JP Celestial, Bengaluru - Member ITC hotels' group","5, 43, Race Course Rd, near Anand Rao Circle, Racecourse, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben133,ChIJd2T7EbITrjsRO3dawbipcgU,Aloft Bengaluru Outer Ring Road,"Cessna Business Park Sarjapur - Marathahalli Outer Ring Road, Post, Kaverappa Layout, Kadubeesanahalli, Bellandur, Bengaluru, Karnataka 560103, India"
ben134,ChIJeUFVwHwPrjsRbV6ZSkHLT60,Holiday Inn Express & Suites Bengaluru OMR,"Sy No. 49, Huskur Village, Bidarahalli Hobli, Kattamnallur, Sannatammanahalli, Bengaluru, Karnataka 560049, India"
ben135,ChIJcQXokoIXrjsRXUZHpV5vv48,Hilton Garden Inn Bengaluru Embassy Manyata Business Park,"Block A, Hotel Building, 2, Outer Ring Rd, MS Ramaiah North City, Manayata Tech Park, Nagawara, Bengaluru, Karnataka 560045, India"
ben136,ChIJVQ947HgWrjsRbrGzjzNpUto,"St. Mark's Hotel Bengaluru , a member of Radisson Individuals","4/1, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India"
ben137,ChIJvQnC5mgXrjsRNH369UC-OU0,Howard Johnson by Wyndham Bengaluru Hebbal,"132 Thanisandra Main Rd, Nagawara Main Rd, 5th Block, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560077, India"
ben138,ChIJ4cUcqdchrjsRFPHCA08ntP8,Angsana Oasis Spa And Resort,"Main, Doddaballapura Main Rd, Northwest County, Adde Vishwanathapura, Rajanukunte, Karnataka 560064, India"
ben139,ChIJC08zoQgWrjsRQw0Ge0e9ipA,Hotel City Meridian,"The City Meridian Hotel No.21 and 23/1 P.S. Lane, KV Temple Street Cross, behind SSK Sangha, Cross, Chickpet, Bengaluru, Karnataka 560053, India"
ben140,ChIJiXfVof0XrjsRD-q1zclSA6g,Magaji Comfort Inn | Hotels - Best Hotel in Majestic Bangalore,"88, 6th Cross Rd, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben141,ChIJv1tfEXs9rjsROozPyfWv8fg,Hotel Grand Bee,"37/1, Railway Parallel Rd, Dr.Ambedkar Nagar, Yeswanthpur, Bengaluru, Karnataka 560022, India"
ben142,ChIJMzM-VSAVrjsRtT5Fn4mFKaM,B Six Hotel,"S.L, N Plaza Complex, 304/3, Kalasipalya Main Rd, KR Market, Kalasipalya, Bengaluru, Karnataka 560002, India"
ben143,ChIJ364bE44VrjsRtb0zuhCLiV0,SAHARA inn,"3rd Cross Road, Arekempanahalli, Someshwara Nagar, Wilson Garden, Bengaluru, Karnataka 560011, India"
ben144,ChIJxygthiEVrjsRiWL7RyvUeZQ,Zostel Bangalore (Indiranagar),"2032, 17th Main, 1st Cross Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India"
ben145,ChIJwVG9NpYVrjsR7txhGPY77zM,"Hotel Pai Viceroy, Jayanagar","16th Cross, 1504, 9th Main Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011, India"
ben146,ChIJA0kVYj0XrjsRn2fktVMIkSE,Narthaki Boutique Hotel,"24, 6th Main, WH Hanumanthappa Rd, 3rd Cross, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben147,ChIJ1fRbPIcWrjsRlDV471dY3W8,Komfort Terraces Hotel,"3rd floor, Bluemoon Complex, No 301, M G.Road, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India"
ben148,ChIJdbiEY7gerjsRfGx4lYJYk3g,Silicon Inn Hotel - Bangalore Airport,"Chikkajala Post, Sharavathi Castle, 12, Kempegowda International Airport Road, Brundavan Layout, Bengaluru, Karnataka 562157, India"
ben149,ChIJJ4C0ww4WrjsRaQgEDo3NXzE,Prestige Residency,"No 49, Hospital Road, BVK Iyengar Rd, next to Abhinay Theatre, Balepete, Chickpet, Bengaluru, Karnataka 560053, India"
ben150,ChIJEQ5LlzkRrjsRC9QMipnpmRY,"Holiday Inn Express Bengaluru Whitefield Itpl, an IHG Hotel","Plot No. 4, beside Harman Building, next to Itpl Back Gate, EPIP Zone, Krishnarajapuram, Bengaluru, Karnataka 560066, India"
