hotel_id,place_id,display_name,formatted_address
mum076,ChIJtSSGhgK55zsR2mmZYmzdySU,The Westin Mumbai Powai Lake,"2 & 3B, near Chinmayanand Ashram, Kailash Nagar, Mayur Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400087, India"
mum077,ChIJE_i4Ur7R5zsRlD2SL5RRIsk,Fariyas Hotel Mumbai,"WR8H+CXX, 25, Arthur Bunder Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
mum078,ChIJO7wQIQW05zsR9P723I4WlgY,The Resort,"Aksa Beach 11, Madh - Marve Rd, Dharvali, Aksa Gaon, Malad West, Mumbai, Maharashtra 400095, India"
mum079,ChIJsyu1lJPR5zsRr3Zr288cTR0,"President, Mumbai - IHCL SeleQtions","90, Ganesh Murti Nagar, Cuffe Parade, Mumbai, Maharashtra 400005, India"
mum080,ChIJrQN2ktW15zsRY4gVmkR3Npo,"Beach House Madh Island, Mumbai, amã Stays & Trails","Erangal Inspection Bungalow Erangal Madh Island, Madh - Marve Rd, Erangal Gaon, Madh, Navi Mumbai, Maharashtra 400061, India"
mum081,ChIJjx_QzPq75zsRf9BQAMnuKLA,Planet Hollywood Thane City,"7X6M+C9F, 2, Park Ave, Hiranandani Estate, Thane West, Thane, Maharashtra 400607, India"
mum082,ChIJ6br9BsrJ5zsRPHKZ3yjEdG0,Hilton Garden Inn Mumbai International Airport,"Sahar Rd, AAI Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400099, India"
mum083,ChIJs29uw-PJ5zsRSBEnKFX4dgE,Sun-n-Sand Hotel,"39, Juhu Beach, Juhu, Mumbai, Maharashtra 400049, India"
mum084,ChIJLc5OH7K35zsRTsdZEc1Ywls,The Fern Goregaon - An Ecotel Hotel | Mumbai,"4/277, I.B Patel Road, Village, Pahadi Rd, behind H.P Petrol Pump, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India"
mum085,ChIJEVcjGjy35zsRCUbhxzBdywg,Moxy Mumbai Andheri West,"CTS No. 711, Plot No. B-38, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India"
mum086,ChIJoSb6sMPJ5zsRc3tYJAFMHyI,Mirage Hotel Mumbai International Airport,"International Airport, Metro Station Marol Naka, Approach Road, near Marol Aqua, Navpada, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
mum087,ChIJ5d5vWeTH5zsRlwzDJEKhNoc,"Meluha The Fern - An Ecotel Hotel, Powai, Mumbai","Central Ave, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076, India"
mum088,ChIJqadv7JXJ5zsR4cQpb1yz2tQ,Ramada Plaza by Wyndham Palm Grove,"Juhu Beach, Juhu Tara Rd, next to Shivaji Maharaj Statue, Nazir Wadi, Theosophical Housing Colony, Juhu, Mumbai, Maharashtra 400049, India"
