hotel_name,hotel_id,rating,rating_description,review_count,star_rating,location,nearest_landmark,Distance_to_Landmark(in_km),price_per_night,tax,city,state,price_range,latitude,longitude,hotel_type,room_types,data_quality_score,star_rating_clean,has_coordinates,amenity_free_wifi,amenity_air_conditioning,amenity_24_7_front_desk,amenity_spa,amenity_pool,amenity_gym,amenity_restaurant,amenity_room_service,amenity_business_center,amenity_meeting_rooms,amenity_bar,amenity_swimming_pool,amenity_parking,amenity_travel_desk,amenity_airport_shuttle,amenity_conference_hall,amenity_valet_parking,total_amenities_count
Sri S Swami PG for Gents,1881,3.4,Unknown,220.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9054456,77.6124051,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tierra Woods A Business Hotel,371,4.2,Unknown,183.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.977412,77.6271225,Business,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6
Modern Hotel,4244,4.1,Unknown,168.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.987215,77.5745717,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kalyan Lodge,3063,3.3,Unknown,301.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9886039,77.5743879,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sri Ganesh Lodge,3905,3.2,Unknown,342.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.022564,77.552725,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bangalore Residency,2698,3.3,Unknown,91.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.022011,77.553635,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sky Inns,4426,3.2,Unknown,298.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0220727,77.5536787,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Karim's Delhi 6,3702,3.5,Unknown,297.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.913283,77.6366575,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Ventura Grand Hotel,1106,4.4,Unknown,425.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.054191,77.5084393,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Velvette,2520,3.5,Unknown,460.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9259511,77.6770405,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hypons Hotel,2108,4.1,Unknown,44.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.925273,77.6345868,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Howard Johnson By Wyndham,3455,3.4,Unknown,386.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0446641,77.6264389,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New Light Suites,4285,4.0,Unknown,460.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9995618,77.6766252,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Oyo Sri Sai Guru Comforts,142,3.2,Unknown,402.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0591987,77.5925501,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sri Sai Suites,4261,4.1,Unknown,106.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.8908703,77.6060528,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Woody's,2259,3.7,Unknown,287.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9164559,77.5914845,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Olive by Embassy Group,492,3.3,Unknown,476.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9172625,77.6089283,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Reside Inn,2358,3.7,Unknown,49.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9611744,77.7134635,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Wonder Stay Suite Rooms,2015,3.6,Unknown,155.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9642942,77.7150513,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
blrpods.com,199,3.3,Unknown,432.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9623355,77.7165652,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Prakyathi,2527,3.5,Unknown,113.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0970123,77.5880556,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ananya Comforts,4522,3.6,Unknown,406.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9295732,77.631965,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bel Air,4492,3.6,Unknown,222.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9568542,77.7091393,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Eyrie Nest,1172,3.4,Unknown,227.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9207294,77.620094,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Shanthi Rooms,1227,4.0,Unknown,42.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9443025,77.5973,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Porch Inn,1784,3.9,Unknown,219.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9446454,77.5967137,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tavizoe Stays,2251,4.2,Unknown,151.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0013658,77.6237109,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Royal Keys,1423,3.3,Unknown,87.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9644249,77.7157354,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Bloom Hotel, Richmond Road",3879,3.7,Unknown,438.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9671589,77.6106158,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hotel Aaccord,2102,3.6,Unknown,230.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9150972,77.6001882,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Grand Country Stays,4178,4.6,Unknown,87.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9152214,77.6001762,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Hotel Purple Brigade,2300,3.7,Unknown,375.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9738833,77.6066721,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dream Hotel,196,4.0,Unknown,274.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9598265,77.6023759,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Aditya Colive,1557,3.6,Unknown,482.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9665457,77.7171571,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Happy Living for Ladies,3762,4.0,Unknown,394.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9664834,77.7171499,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hyde Park,875,3.9,Unknown,122.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0109453,77.5789338,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Silver Key Hotel Rooms,3361,3.3,Unknown,160.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0982579,77.5693033,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Paradise Living,1874,3.7,Unknown,374.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9085871,77.7270285,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tranquil Inn,4206,3.2,Unknown,74.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9258725,77.6695619,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ramanashree Brunton,2026,3.8,Unknown,89.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9722804,77.6150856,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel AJ International,3936,3.4,Unknown,86.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9815416,77.6048201,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel Gowdru Mane,1252,4.2,Unknown,287.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9249913,77.4846808,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel Gwen by Rivido,3324,3.9,Unknown,28.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.8907385,77.6099645,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel Highsky,841,3.5,Unknown,354.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.959972,77.7170562,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brindavana Grand Hotel,2647,4.7,Unknown,243.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9771116,77.5764106,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Hotel Banyan Tree,582,4.2,Unknown,44.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0240406,77.5570922,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Leela Mansion,3955,4.2,Unknown,329.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9268189,77.6088028,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Hotel Dwaraka,1753,4.2,Unknown,23.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9803129,77.5751582,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Bouvice,1642,3.9,Unknown,28.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9321442,77.6331345,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Anantaar,2331,3.7,Unknown,209.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9137636,77.5995367,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel Royal Blooms,2035,3.2,Unknown,390.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9843483,77.7498546,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Leela Palace,1872,4.3,Unknown,349.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9610224,77.6485355,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Crown Plaza Regency,906,3.3,Unknown,352.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0285247,77.635622,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Lalit Ashok,632,3.7,Unknown,328.0,5.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9922954,77.5818863,Budget,"Standard Room, Deluxe Room",100.0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Taj West End,2667,4.4,Unknown,85.0,5.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9857849,77.5848345,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hotel Paraag,1968,3.5,Unknown,172.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9824783,77.5945234,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ITC Gardenia Royal,163,3.3,Unknown,209.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9671208,77.5957228,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
JW Marriott,4539,4.1,Unknown,473.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9723552,77.5949114,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Transtree Corporate Guest Houses,2471,4.4,Unknown,73.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9633777,77.7169385,Business,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6
Sheraton Grand Whitefield,4167,4.5,Unknown,178.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9892353,77.7301089,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fortune Select Trinity,414,3.3,Unknown,213.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9773071,77.7151358,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Radha Hometel,618,4.0,Unknown,125.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9775091,77.7133863,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Lemon Tree Hotel,3496,4.2,Unknown,110.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9723046,77.717856,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sterlings Mac,1432,3.7,Unknown,65.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9591432,77.6486531,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Airlines,926,3.4,Unknown,98.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9727137,77.5998856,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Holiday Inn & Suites Hotel,3704,3.4,Unknown,306.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9557822,77.7344348,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Miraya,548,4.0,Unknown,212.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9558494,77.7343954,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Four Points by Sheraton,4096,4.0,Unknown,165.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9794405,77.7520194,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kaniṣka Gryāṇḍ,4214,4.0,Unknown,498.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9782225,77.5799576,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel V T Paradise,3717,4.0,Unknown,433.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9655276,77.5899653,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Treebo Cartier Hotel,1567,3.3,Unknown,27.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9575191,77.7090707,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Conrad Bengaluru,1593,3.3,Unknown,442.0,5.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9753389,77.6206686,Budget,"Standard Room, Deluxe Room",100.0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sai Vishram,3008,3.9,Unknown,439.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.8245813,77.6812161,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jayamahal Palace Hotel,2723,4.8,Unknown,285.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9967652,77.5973407,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Oberoi Hotel,3358,4.3,Unknown,30.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.973497,77.6182729,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Taj MG Road,3826,4.3,Unknown,177.0,5.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9732276,77.6196562,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lavelle Mansion,3493,4.1,Unknown,328.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9665281,77.5962869,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sarovar Portico,3244,3.7,Unknown,333.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9787594,77.6945877,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keys Select Hotel,1862,3.8,Unknown,308.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9794388,77.7100195,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ginger,612,3.7,Unknown,220.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9769073,77.7185992,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gokulam Grand Hotel & Spa,1337,4.0,Unknown,325.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,13.0420334,77.5547246,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
ITC Windsor,2880,4.0,Unknown,54.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9943143,77.5859516,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Octave,641,3.7,Unknown,58.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9422791,77.6974473,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Radisson Blu Hotel, Atria",931,3.7,Unknown,63.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9800014,77.586191,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITC Royal Gardenia Hotel,2573,3.6,Unknown,323.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9670704,77.5959765,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jain Bhavan,3662,3.6,Unknown,322.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9461479,77.5734306,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel Royal Orchid,743,3.7,Unknown,180.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9574304,77.6442133,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Midtown Suites,638,3.9,Unknown,317.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9787842,77.6975346,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lotus Park Business Hotel,3741,4.3,Unknown,231.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9647995,77.7015957,Business,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6
Nandhana Hotels,3027,3.5,Unknown,443.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Bangalore,Karnataka,Unknown,12.9490794,77.6997115,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
